fact_id,date_id,state_id,disease_id,source_id,population_under_surveillance,total_reported_cases,active_cases,recovered_cases,deaths,urban_cases,rural_cases,hospitalized_cases,icu_admissions,case_fatality_rate,recovery_rate,public_health_risk_score,report_date_raw
11243,30,9,11,6,6909309,159,8,148.0,3.0,84,75,36.0,10.0,1.89,93.08,18.6,06/01/2024
11244,30,9,12,2,6821645,159,6,149.0,4.0,69,90,15.0,1.0,2.52,93.71,21.4,2024-06-01
11245,30,10,1,6,36267148,896,83,806.0,7.0,359,537,74.0,13.0,0.78,89.96,11.4,2024-06-01
11246,30,10,2,3,35520854,1159,47,1086.0,26.0,723,436,126.0,33.0,2.24,93.7,19.0,2024-06-01
11247,30,10,3,2,38526349,861,145,695.0,21.0,453,408,86.0,21.0,2.44,80.72,20.3,2024-06-01
11248,30,10,4,6,35274766,1281,207,1048.0,26.0,530,751,215.0,55.0,2.03,81.81,18.4,2024-06-01
11249,30,10,5,5,33150987,595,122,465.0,8.0,360,235,145.0,29.0,1.34,78.15,6.8,06/01/2024
11250,30,10,6,5,34943863,466,84,380.0,2.0,269,197,111.0,31.0,0.43,81.55,7.2,2024-06-01
11251,30,10,7,1,37156403,2600,169,2371.0,,1074,1526,134.0,14.0,,91.19,36.5,2024-06-01
11252,30,10,8,6,35907563,2097,44,2032.0,21.0,869,1228,502.0,79.0,1.0,96.9,27.6,2024-06-01
11253,30,10,9,3,36260946,2282,389,1825.0,68.0,1284,998,504.0,96.0,2.98,79.97,35.5,2024-06-01
11254,30,10,10,4,37922306,1922,334,1526.0,62.0,1430,492,393.0,78.0,3.23,79.4,32.5,2024-06-01
11255,30,10,11,6,37287398,662,82,564.0,16.0,424,238,87.0,25.0,2.42,85.2,18.4,2024-06-01
11256,30,10,12,6,34579423,780,86,689.0,5.0,323,457,109.0,14.0,0.64,88.33,9.4,2024-06-01
11257,30,11,1,2,67507930,1509,92,1379.0,38.0,914,595,293.0,19.0,2.52,91.39,22.7,2024-06-01
11258,30,11,2,4,60931111,427,85,338.0,4.0,287,140,78.0,11.0,0.94,79.16,7.7,2024-06-01
11259,30,11,3,1,58244649,508,76,426.0,,341,167,34.0,5.0,1.18,83.86,5.1,2024-06-01
11260,30,11,4,2,67155719,1344,291,1036.0,17.0,609,735,230.0,52.0,1.26,77.08,12.4,2024-06-01
11261,30,11,5,4,60565619,1005,168,824.0,13.0,543,462,79.0,8.0,1.29,81.99,9.0,2024-06-01
11262,30,11,6,5,59742279,1417,283,1085.0,49.0,643,774,181.0,25.0,3.46,76.57,17.0,2024-06-01
11263,30,11,7,4,61818580,2311,316,1988.0,7.0,1405,906,552.0,136.0,0.3,86.02,18.0,2024-06-01
11264,30,11,8,4,65268179,2861,168,2643.0,50.0,1872,989,323.0,35.0,1.75,92.38,26.9,2024-06-01
11265,30,11,9,3,57554648,1951,37,1879.0,35.0,1125,826,426.0,94.0,1.79,96.31,16.2,06/01/2024
11266,30,11,10,5,58363766,3531,340,3120.0,71.0,2356,1175,656.0,117.0,2.01,88.36,31.0,2024-06-01
11267,30,11,11,1,66923673,1828,405,1386.0,37.0,1105,723,315.0,41.0,2.02,75.82,18.9,2024-06-01
11268,30,11,12,1,58763522,1339,295,1026.0,,576,763,298.0,22.0,1.34,76.62,10.2,01/06/2024
11269,30,12,1,5,32941979,623,9,595.0,19.0,293,330,53.0,5.0,3.05,95.51,18.3,2024-06-01
11270,30,12,2,4,34288526,620,71,531.0,18.0,295,325,45.0,10.0,2.9,85.65,20.4,2024-06-01
11271,30,12,3,1,31600068,242,16,221.0,5.0,93,149,33.0,6.0,2.07,91.32,4.6,2024-06-01
11272,30,12,4,2,34683232,396,18,377.0,1.0,288,108,30.0,8.0,0.25,95.2,6.1,2024-06-01
11273,30,12,5,6,34612344,689,94,591.0,4.0,322,367,81.0,18.0,0.58,85.78,7.1,2024-06-01
11274,30,12,6,2,32695875,396,53,338.0,5.0,158,238,28.0,6.0,1.26,85.35,12.3,01-06-2024
11275,30,12,7,1,34017744,659,131,508.0,20.0,336,323,39.0,4.0,,77.09,18.8,2024-06-01
11276,30,12,8,4,34166603,1811,36,1738.0,37.0,888,923,225.0,64.0,2.04,95.97,33.9,2024-06-01
11277,30,12,9,3,33924533,1900,440,1425.0,35.0,1322,578,422.0,47.0,1.84,75.0,32.2,2024-06-01
11278,30,12,10,2,35093241,807,61,725.0,21.0,295,512,147.0,31.0,2.6,89.84,14.5,2024-06-01
11279,30,12,11,4,34237131,998,35,936.0,,580,418,216.0,21.0,2.71,93.79,22.1,2024-06-01
11280,30,12,12,5,30657179,1329,127,1194.0,8.0,587,742,112.0,22.0,0.6,89.84,15.6,2024-06-01
11281,30,13,1,3,72774304,2017,336,1616.0,65.0,1091,926,457.0,96.0,3.22,80.12,18.7,2024-06-01
11282,30,13,2,6,79715350,1217,101,1105.0,11.0,883,334,218.0,28.0,0.9,90.8,12.9,2024-06-01
11283,30,13,3,4,78220561,1881,39,1809.0,33.0,1000,881,,19.0,1.75,96.17,19.1,2024-06-01
11284,30,13,4,4,78481560,1689,259,1397.0,33.0,798,891,,40.0,1.95,82.71,13.3,2024-06-01
11285,30,13,5,3,85333653,854,46,804.0,4.0,594,260,66.0,11.0,0.47,94.15,9.4,2024-06-01
11286,30,13,6,4,82344618,1448,184,1216.0,48.0,992,456,191.0,39.0,3.31,83.98,16.1,2024-06-01
11287,30,13,7,6,72948501,3942,261,3646.0,35.0,1666,2276,922.0,125.0,0.89,92.49,30.0,2024-06-01
11288,30,13,8,5,74235756,6556,975,5424.0,157.0,3861,2695,736.0,57.0,2.39,82.73,47.7,2024-06-01
11289,30,13,9,5,84575805,1959,413,1520.0,26.0,878,1081,406.0,36.0,1.33,77.59,11.5,2024-06-01
11290,30,13,10,5,75063474,3089,376,2609.0,104.0,1697,1392,473.0,44.0,3.37,84.46,30.1,06/01/2024
11291,30,13,11,2,82651098,781,54,724.0,3.0,349,432,-,20.0,0.38,92.7,7.3,06/01/2024
11292,30,13,12,6,76732815,3752,339,3363.0,50.0,1353,2399,680.0,70.0,1.33,89.63,27.5,2024-06-01
11293,30,14,1,6,114328825,942,212,724.0,6.0,381,561,180.0,50.0,0.64,76.86,7.6,2024-06-01
11294,30,14,2,6,111656928,3484,215,3248.0,21.0,1517,1967,733.0,207.0,0.6,93.23,16.3,2024-06-01
11295,30,14,3,6,112462288,3696,655,3014.0,27.0,2409,1287,626.0,117.0,0.73,81.55,22.2,2024-06-01
11296,30,14,4,2,113118503,1305,220,1053.0,32.0,680,625,219.0,24.0,2.45,80.69,12.7,2024-06-01
11297,30,14,5,5,119428753,1508,116,1340.0,52.0,754,754,128.0,31.0,3.45,88.86,14.6,2024-06-01
11298,30,14,6,5,108994103,1457,280,1144.0,33.0,695,762,269.0,50.0,2.26,78.52,16.6,2024-06-01
11299,30,14,7,4,116606566,3976,600,3300.0,,2963,1013,473.0,110.0,1.91,83.0,21.6,2024-06-01
11300,30,14,8,4,122820593,5668,369,5142.0,157.0,3364,2304,1377.0,,2.77,90.72,30.2,01/06/2024
11301,30,14,9,3,122879285,2628,90,2530.0,8.0,1328,1300,584.0,63.0,0.3,96.27,8.8,2024-06-01
11302,30,14,10,5,104861346,1234,224,979.0,31.0,662,572,62.0,12.0,2.51,79.34,11.3,2024-06-01
11303,30,14,11,3,123021892,795,115,654.0,26.0,533,262,171.0,45.0,3.27,82.26,17.3,2024-06-01
11304,30,14,12,1,113374818,2043,161,1851.0,31.0,994,1049,241.0,43.0,1.52,90.6,11.9,2024-06-01
11305,30,15,1,2,2708568,80,14,64.0,2.0,44,36,11.0,2.0,2.5,80.0,19.5,2024-06-01
11306,30,15,2,2,2771313,76,9,65.0,2.0,47,29,12.0,1.0,2.63,85.53,21.4,2024-06-01
11307,30,15,3,4,2682249,155,21,132.0,2.0,89,66,36.0,4.0,1.29,85.16,26.9,2024-06-01
11308,30,15,4,1,2759483,44,6,38.0,0.0,20,24,8.0,1.0,0.0,86.36,12.0,01-06-2024
11309,30,15,5,6,2831700,21,4,17.0,0.0,11,10,2.0,0.0,0.0,80.95,3.5,2024-06-01
11310,30,15,6,1,3011883,41,3,38.0,0.0,26,15,6.0,0.0,0.0,92.68,8.9,2024-06-01
11311,30,15,7,5,2856533,53,5,,1.0,28,25,11.0,2.0,1.89,88.68,12.8,2024-06-01
11312,30,15,8,4,2691123,68,14,53.0,1.0,31,37,6.0,0.0,1.47,77.94,10.7,2024-06-01
11313,30,15,9,1,3025478,60,10,48.0,,32,28,7.0,0.0,3.33,80.0,21.1,2024-06-01
11314,30,15,10,5,2810165,46,2,43.0,1.0,16,30,4.0,0.0,2.17,93.48,13.7,2024-06-01
11315,30,15,11,4,2959023,138,8,126.0,4.0,86,52,16.0,3.0,2.9,91.3,33.4,2024-06-01
11316,30,15,12,1,2721707,36,7,29.0,0.0,13,23,7.0,0.0,0.0,80.56,10.7,2024-06-01
11317,30,16,1,3,3276562,36,6,29.0,1.0,20,16,3.0,0.0,2.78,80.56,17.9,2024-06-01
11318,30,16,2,1,3093041,41,6,35.0,0.0,30,11,5.0,0.0,0.0,85.37,5.2,2024-06-01
11319,30,16,3,5,3263989,90,5,84.0,1.0,40,50,19.0,2.0,1.11,93.33,18.6,2024-06-01
11320,30,16,4,6,2999806,59,2,56.0,1.0,35,24,7.0,0.0,,94.92,10.4,2024-06-01
11321,30,16,5,2,2996902,20,4,16.0,0.0,10,10,3.0,0.0,0.0,80.0,6.6,2024-06-01
11322,30,16,6,4,2973826,53,6,46.0,1.0,20,33,5.0,0.0,1.89,86.79,16.4,2024-06-01
11323,30,16,7,1,3334779,191,41,147.0,3.0,128,63,23.0,4.0,1.57,76.96,37.2,2024-06-01
11324,30,16,8,2,3313059,104,3,100.0,1.0,65,39,25.0,7.0,0.96,96.15,17.4,2024-06-01
11325,30,16,9,4,3155630,195,5,188.0,2.0,117,78,33.0,9.0,1.03,96.41,36.7,2024-06-01
11326,30,16,10,5,2894833,150,23,123.0,4.0,100,50,23.0,2.0,2.67,82.0,28.3,2024-06-01
11327,30,16,11,3,3205756,48,11,37.0,0.0,30,18,8.0,2.0,0.0,77.08,8.5,01-06-2024
11328,30,16,12,6,3297117,91,11,79.0,1.0,53,38,6.0,0.0,1.1,86.81,15.0,2024-06-01
11329,30,17,1,5,1064852,27,2,25.0,0.0,14,13,4.0,1.0,0.0,92.59,13.0,2024-06-01
11330,30,17,2,1,1191949,44,9,34.0,1.0,32,12,6.0,1.0,2.27,77.27,29.7,2024-06-01
11331,30,17,3,4,1174541,23,4,19.0,0.0,8,15,2.0,0.0,0.0,82.61,8.5,2024-06-01
11332,30,17,4,1,1166944,26,5,21.0,0.0,14,12,5.0,0.0,0.0,80.77,8.6,2024-06-01
11333,30,17,5,6,1079174,33,4,29.0,0.0,12,21,3.0,0.0,0.0,87.88,13.6,2024-06-01
11334,30,17,6,2,1021105,5,1,4.0,0.0,2,3,0.0,0.0,0.0,80.0,4.4,2024-06-01
11335,30,17,7,1,1032118,137,18,119.0,0.0,60,77,23.0,4.0,0.0,86.86,60.3,2024-06-01
11336,30,17,8,1,1164216,103,12,,1.0,45,58,13.0,0.0,0.97,87.38,47.9,2024-06-01
11337,30,17,9,2,1065194,37,8,29.0,0.0,23,14,5.0,0.0,0.0,78.38,11.0,2024-06-01
11338,30,17,10,1,1105224,46,7,39.0,0.0,26,20,3.0,0.0,0.0,84.78,21.9,01/06/2024
11339,30,17,11,5,1144671,8,2,6.0,0.0,5,3,1.0,0.0,0.0,75.0,1.0,2024-06-01
11340,30,17,12,5,1077253,33,7,26.0,0.0,20,13,4.0,1.0,0.0,78.79,17.4,2024-06-01
11341,30,18,1,3,2114803,58,7,50.0,1.0,31,27,,0.0,1.72,86.21,18.5,2024-06-01
11342,30,18,2,3,2027261,47,5,41.0,1.0,24,23,4.0,0.0,2.13,87.23,12.8,2024-06-01
11343,30,18,3,2,1989348,51,11,40.0,0.0,30,21,8.0,0.0,0.0,78.43,6.7,2024-06-01
11344,30,18,4,1,2105042,37,2,35.0,0.0,18,19,1.0,0.0,0.0,94.59,6.3,2024-06-01
11345,30,18,5,6,2013812,37,3,34.0,0.0,16,21,8.0,1.0,0.0,91.89,13.1,2024-06-01
11346,30,18,6,5,2092269,72,5,65.0,2.0,36,36,9.0,0.0,2.78,90.28,28.3,2024-06-01
11347,30,18,7,5,2175354,86,13,71.0,2.0,48,38,8.0,2.0,2.33,82.56,27.2,2024-06-01
11348,30,18,8,1,1996282,122,12,107.0,3.0,47,75,20.0,3.0,2.46,87.7,33.0,2024-06-01
11349,30,18,9,1,2180613,43,5,37.0,1.0,25,18,10.0,,2.33,86.05,17.5,2024-06-01
11350,30,18,10,3,2120563,25,2,23.0,0.0,11,14,1.0,0.0,0.0,92.0,9.2,2024-06-01
11351,30,18,11,4,1955686,56,13,42.0,1.0,40,16,9.0,0.0,1.79,75.0,16.7,2024-06-01
11352,30,18,12,1,2096604,19,2,17.0,0.0,8,11,4.0,0.0,,89.47,6.7,2024-06-01
11353,30,19,1,6,42105884,1000,101,879.0,20.0,717,283,192.0,56.0,2.0,87.9,19.2,2024-06-01
11354,30,19,2,5,43708405,634,46,579.0,9.0,388,246,150.0,30.0,1.42,91.32,12.9,2024-06-01
11355,30,19,3,4,42385962,648,58,587.0,3.0,386,262,56.0,13.0,0.46,90.59,7.5,2024-06-01
11356,30,19,4,2,45018275,357,61,294.0,2.0,126,231,50.0,5.0,0.56,82.35,8.7,2024-06-01
11357,30,19,5,1,44373824,1180,231,942.0,7.0,730,450,76.0,16.0,0.59,79.83,12.1,2024-06-01
11358,30,19,6,3,41426565,491,71,415.0,5.0,200,291,111.0,26.0,1.02,84.52,7.1,2024-06-01
11359,30,19,7,5,40974268,1020,43,974.0,3.0,567,453,244.0,33.0,,95.49,13.1,2024-06-01
11360,30,19,8,2,40417226,4205,876,3276.0,53.0,3108,1097,339.0,67.0,1.26,77.91,44.8,2024-06-01
11361,30,19,9,2,42442472,1141,244,882.0,15.0,808,333,256.0,52.0,1.31,77.3,17.4,2024-06-01
11362,30,19,10,1,44812880,1288,239,1043.0,6.0,730,558,,86.0,0.47,80.98,16.8,2024-06-01
11363,30,19,11,6,39640585,1821,190,1586.0,45.0,1129,692,149.0,41.0,2.47,87.1,25.8,2024-06-01
11364,30,19,12,3,42063634,1307,8,1260.0,,868,439,115.0,29.0,2.98,96.4,25.8,2024-06-01
11365,30,20,1,4,29658633,868,99,766.0,3.0,613,255,,28.0,0.35,88.25,18.8,01-06-2024
11366,30,20,2,6,29475464,711,104,583.0,24.0,303,408,174.0,20.0,3.38,82.0,25.7,2024-06-01
11367,30,20,3,4,29201609,218,45,172.0,1.0,88,130,26.0,2.0,0.46,78.9,3.3,2024-06-01
11368,30,20,4,1,29090134,717,156,538.0,23.0,507,210,78.0,15.0,3.21,75.03,25.4,2024-06-01
11369,30,20,5,4,26231533,406,97,308.0,1.0,303,103,76.0,7.0,,75.86,7.8,2024-06-01
11370,30,20,6,2,28415034,500,106,389.0,5.0,333,167,114.0,27.0,1.0,77.8,10.4,2024-06-01
11371,30,20,7,5,27894136,950,162,769.0,19.0,342,608,70.0,7.0,2.0,80.95,18.2,2024-06-01
11372,30,20,8,3,29749467,384,51,332.0,1.0,228,156,21.0,3.0,0.26,86.46,4.4,2024-06-01
11373,30,20,9,1,29357041,1787,360,1371.0,56.0,764,1023,205.0,23.0,3.13,76.72,39.9,2024-06-01
11374,30,20,10,3,29011402,1612,97,1492.0,23.0,625,987,,88.0,1.43,92.56,27.2,2024-06-01
11375,30,20,11,6,28888584,1256,3,1212.0,41.0,633,623,188.0,48.0,3.26,96.5,34.2,2024-06-01
11376,30,20,12,6,26395941,1105,62,1011.0,32.0,457,648,187.0,36.0,2.9,91.49,27.5,2024-06-01
11377,30,21,1,5,80434899,750,72,654.0,,352,398,131.0,23.0,3.2,87.2,11.0,2024-06-01
11378,30,21,2,4,79967105,1433,177,1238.0,18.0,934,499,340.0,78.0,1.26,86.39,16.2,2024-06-01
11379,30,21,3,4,75376388,3116,504,2508.0,104.0,1371,1745,565.0,70.0,3.34,80.49,25.7,01/06/2024
11380,30,21,4,2,73891547,837,103,726.0,8.0,345,492,98.0,9.0,0.96,86.74,8.0,2024-06-01
11381,30,21,5,4,75037920,873,161,698.0,14.0,521,352,120.0,12.0,1.6,79.95,14.0,2024-06-01
11382,30,21,6,6,77159470,1484,295,1163.0,26.0,540,944,182.0,17.0,1.75,78.37,10.6,2024-06-01
11383,30,21,7,1,70126959,5118,990,4060.0,68.0,3624,1494,660.0,80.0,1.33,79.33,38.9,2024-06-01
11384,30,21,8,2,69543070,4930,594,4227.0,109.0,3624,1306,443.0,66.0,2.21,85.74,39.2,2024-06-01
11385,30,21,9,5,74130827,2308,365,1885.0,58.0,1552,756,529.0,48.0,2.51,81.67,17.6,01-06-2024
11386,30,21,10,3,70890276,1714,317,1377.0,20.0,974,740,425.0,62.0,1.17,80.34,18.5,2024-06-01
11387,30,21,11,6,76496353,2265,354,1861.0,50.0,1077,1188,499.0,120.0,2.21,82.16,16.6,2024-06-01
11388,30,21,12,1,70727233,2151,268,1819.0,64.0,835,1316,362.0,75.0,2.98,84.57,22.2,01/06/2024
11389,30,22,1,1,630545,24,6,18.0,0.0,13,11,4.0,1.0,0.0,75.0,15.6,2024-06-01
11390,30,22,2,6,621343,9,2,7.0,0.0,4,5,1.0,0.0,0.0,77.78,2.1,2024-06-01
11391,30,22,3,3,684644,14,2,12.0,0.0,6,8,1.0,0.0,0.0,85.71,3.3,2024-06-01
11392,30,22,4,2,666135,3,1,2.0,0.0,1,2,0.0,0.0,0.0,66.67,5.6,2024-06-01
11393,30,22,5,6,671243,5,1,4.0,0.0,1,4,0.0,0.0,0.0,80.0,0.3,2024-06-01
11394,30,22,6,4,674657,3,1,2.0,0.0,2,1,0.0,0.0,0.0,66.67,1.5,2024-06-01
11395,30,22,7,1,678976,47,5,41.0,1.0,21,26,4.0,0.0,2.13,87.23,32.5,2024-06-01
11396,30,22,8,1,665332,18,4,14.0,0.0,11,7,3.0,0.0,0.0,77.78,5.5,01/06/2024
11397,30,22,9,6,671320,11,3,8.0,0.0,8,3,1.0,,0.0,72.73,7.3,2024-06-01
11398,30,22,10,1,659860,25,6,19.0,0.0,18,7,4.0,0.0,0.0,76.0,14.9,2024-06-01
11399,30,22,11,2,685840,9,2,7.0,0.0,3,6,1.0,0.0,0.0,77.78,3.9,01/06/2024
11400,30,22,12,2,630649,8,2,6.0,0.0,5,3,1.0,0.0,0.0,75.0,5.6,2024-06-01
11401,30,23,1,2,72750701,2308,83,2209.0,16.0,992,1316,143.0,41.0,0.69,95.71,12.7,2024-06-01
11402,30,23,2,5,69166759,1281,278,963.0,40.0,540,741,136.0,15.0,3.12,75.18,14.2,2024-06-01
11403,30,23,3,3,74840069,1056,204,831.0,21.0,604,452,252.0,31.0,1.99,78.69,15.8,2024-06-01
11404,30,23,4,6,71259702,490,10,467.0,13.0,283,207,92.0,13.0,2.65,95.31,13.7,2024-06-01
11405,30,23,5,1,70695099,1243,78,1124.0,41.0,446,797,282.0,81.0,3.3,90.43,21.0,2024-06-01
11406,30,23,6,5,71683121,425,83,332.0,,314,111,102.0,27.0,2.35,78.12,7.7,2024-06-01
11407,30,23,7,3,75462058,3100,683,2325.0,92.0,2033,1067,477.0,132.0,2.97,75.0,24.7,2024-06-01
11408,30,23,8,1,67587639,2494,111,2348.0,35.0,1412,1082,550.0,155.0,1.4,94.15,20.8,2024-06-01
11409,30,23,9,5,68936976,3833,522,3195.0,116.0,2607,1226,383.0,52.0,3.03,83.36,34.2,2024-06-01
11410,30,23,10,4,77109543,2306,347,1909.0,50.0,1305,1001,463.0,80.0,2.17,82.78,16.7,2024-06-01
11411,30,23,11,3,74104542,761,153,604.0,4.0,364,397,103.0,6.0,0.53,79.37,9.1,2024-06-01
11412,30,23,12,6,73165195,819,45,762.0,12.0,570,249,,30.0,1.47,93.04,7.8,2024-06-01
11413,30,24,1,6,39081131,899,84,801.0,14.0,422,477,118.0,25.0,,89.1,20.0,2024-06-01
11414,30,24,2,1,36802049,773,112,644.0,17.0,365,408,103.0,18.0,2.2,83.31,14.1,2024-06-01
11415,30,24,3,2,35043532,1030,164,857.0,9.0,672,358,196.0,48.0,0.87,83.2,17.3,2024-06-01
11416,30,24,4,3,37582072,627,111,495.0,21.0,324,303,106.0,15.0,3.35,78.95,20.5,2024-06-01
11417,30,24,5,5,35108425,410,54,354.0,2.0,236,174,89.0,15.0,0.49,86.34,11.6,2024-06-01
11418,30,24,6,3,38391544,565,21,526.0,18.0,380,185,88.0,18.0,3.19,93.1,15.3,2024-06-01
11419,30,24,7,3,34034914,1491,48,1419.0,24.0,1080,411,248.0,69.0,1.61,95.17,25.3,2024-06-01
11420,30,24,8,6,38189578,2667,359,2267.0,41.0,1921,746,147.0,39.0,1.54,85.0,34.4,2024-06-01
11421,30,24,9,3,39301405,1236,67,1140.0,29.0,909,327,196.0,18.0,2.35,92.23,22.5,2024-06-01
11422,30,24,10,4,34033448,791,156,620.0,15.0,540,251,186.0,39.0,1.9,78.38,11.1,2024-06-01
11423,30,24,11,4,38903633,410,18,380.0,12.0,256,154,83.0,17.0,2.93,92.68,12.9,2024-06-01
11424,30,24,12,3,36031955,789,186,598.0,5.0,443,346,74.0,5.0,0.63,75.79,9.9,2024-06-01
11425,30,25,1,1,3707499,65,15,50.0,0.0,33,32,14.0,1.0,0.0,76.92,11.3,2024-06-01
11426,30,25,2,4,4096443,127,10,117.0,0.0,68,59,N/A,1.0,0.0,92.13,18.3,2024-06-01
11427,30,25,3,5,4093235,77,17,58.0,2.0,32,45,12.0,2.0,2.6,75.32,16.9,2024-06-01
11428,30,25,4,1,4085603,40,6,33.0,1.0,16,24,3.0,0.0,2.5,82.5,12.2,2024-06-01
11429,30,25,5,3,4028928,45,10,35.0,0.0,25,20,8.0,0.0,0.0,77.78,8.9,2024-06-01
11430,30,25,6,1,4059026,53,6,46.0,1.0,20,33,9.0,2.0,1.89,86.79,15.3,2024-06-01
11431,30,25,7,2,4094592,48,9,38.0,1.0,31,17,8.0,1.0,2.08,79.17,16.8,2024-06-01
11432,30,25,8,5,3732694,139,31,104.0,4.0,92,47,10.0,1.0,2.88,74.82,24.1,2024-06-01
11433,30,25,9,5,3697369,209,5,202.0,2.0,80,129,19.0,4.0,0.96,96.65,24.1,2024-06-01
11434,30,25,10,5,4077600,153,24,128.0,1.0,53,100,36.0,3.0,0.65,83.66,20.2,2024-06-01
11435,30,25,11,6,3673397,138,21,117.0,0.0,93,45,34.0,8.0,0.0,84.78,15.2,2024-06-01
11436,30,25,12,5,3595588,39,8,31.0,0.0,21,18,2.0,0.0,0.0,79.49,6.7,2024-06-01
11437,30,26,1,2,223246289,1421,320,1066.0,35.0,1005,416,257.0,39.0,2.46,75.02,10.9,2024-06-01
11438,30,26,2,3,205740043,6582,1057,5462.0,63.0,3335,3247,1406.0,415.0,0.96,82.98,17.3,2024-06-01
11439,30,26,3,4,200884296,3582,303,3264.0,15.0,1552,2030,256.0,16.0,0.42,91.12,12.9,01/06/2024
11440,30,26,4,3,197899211,2235,312,1873.0,50.0,1057,1178,322.0,94.0,2.24,83.8,8.3,01-06-2024
11441,30,26,5,6,217384934,3932,336,3477.0,,2559,1373,819.0,186.0,3.03,88.43,22.4,01/06/2024
11442,30,26,6,1,217001387,3396,629,2702.0,65.0,1827,1569,379.0,81.0,1.91,79.56,11.2,2024-06-01
11443,30,26,7,1,200146566,4549,862,3564.0,123.0,2055,2494,540.0,62.0,2.7,78.35,15.3,2024-06-01
11444,30,26,8,3,227087525,9928,1810,7849.0,269.0,6462,3466,700.0,,,79.06,28.8,2024-06-01
11445,30,26,9,6,225130270,6544,1262,5098.0,184.0,3231,3313,393.0,80.0,2.81,77.9,19.9,2024-06-01
11446,30,26,10,1,197305090,7587,792,6668.0,127.0,4889,2698,1691.0,267.0,1.67,87.89,18.8,2024-06-01
11447,30,26,11,2,227225173,7123,196,6864.0,63.0,4316,2807,690.0,192.0,0.88,96.36,14.4,2024-06-01
11448,30,26,12,3,215323749,2857,547,2272.0,38.0,2046,811,394.0,36.0,1.33,79.52,11.4,2024-06-01
11449,30,27,1,2,18868308,426,8,408.0,10.0,265,161,45.0,13.0,,95.77,16.1,2024-06-01
11450,30,27,2,3,17902070,505,105,390.0,10.0,216,289,50.0,2.0,1.98,77.23,23.0,06/01/2024
11451,30,27,3,2,19972304,259,34,,6.0,157,102,19.0,3.0,2.32,84.56,12.5,2024-06-01
11452,30,27,4,2,17508044,267,11,255.0,1.0,196,71,53.0,13.0,0.37,95.51,9.8,2024-06-01
11453,30,27,5,5,17176914,543,119,411.0,13.0,341,202,64.0,11.0,2.39,75.69,24.3,01/06/2024
11454,30,27,6,6,18797709,552,60,477.0,15.0,373,179,92.0,7.0,2.72,86.41,18.4,2024-06-01
11455,30,27,7,4,17854419,746,178,561.0,7.0,435,311,73.0,,0.94,75.2,18.0,2024-06-01
11456,30,27,8,3,18168153,891,102,778.0,11.0,552,339,,18.0,1.23,87.32,23.8,2024-06-01
11457,30,27,9,1,19448867,786,21,755.0,10.0,308,478,80.0,10.0,1.27,96.06,28.3,01/06/2024
11458,30,27,10,6,17809215,301,43,254.0,4.0,144,157,39.0,6.0,1.33,84.39,8.6,2024-06-01
11459,30,27,11,6,19601377,417,88,328.0,1.0,242,175,66.0,8.0,0.24,78.66,14.5,2024-06-01
11460,30,27,12,6,17807349,172,19,149.0,4.0,105,67,11.0,3.0,2.33,86.63,6.5,2024-06-01
11461,30,28,1,5,98184846,3728,753,2941.0,34.0,2368,1360,280.0,63.0,0.91,78.89,23.5,2024-06-01
11462,30,28,2,3,95165453,2476,524,1933.0,19.0,1709,767,296.0,41.0,0.77,78.07,14.8,2024-06-01
11463,30,28,3,2,96256055,1016,213,799.0,4.0,623,393,101.0,19.0,0.39,78.64,8.8,2024-06-01
11464,30,28,4,6,87866272,1025,28,982.0,15.0,725,300,152.0,37.0,1.46,95.8,10.0,06/01/2024
11465,30,28,5,5,87959872,1599,136,1409.0,54.0,1192,407,371.0,59.0,3.38,88.12,17.5,2024-06-01
11466,30,28,6,5,92636797,1537,100,1397.0,40.0,560,977,342.0,78.0,2.6,90.89,19.4,2024-06-01
11467,30,28,7,6,90765355,5351,808,4458.0,85.0,2261,3090,1119.0,56.0,1.59,83.31,34.1,2024-06-01
11468,30,28,8,2,90902903,2124,200,1915.0,9.0,1334,790,435.0,65.0,0.42,90.16,11.5,2024-06-01
11469,30,28,9,5,98090222,541,23,509.0,9.0,353,188,71.0,8.0,1.66,94.09,10.4,2024-06-01
11470,30,28,10,1,86288714,2740,579,2156.0,5.0,1675,1065,452.0,87.0,0.18,78.69,15.6,2024-06-01
11471,30,28,11,6,86908129,2989,182,2729.0,78.0,1111,1878,277.0,42.0,2.61,91.3,18.1,2024-06-01
11472,30,28,12,2,90474546,978,144,817.0,17.0,656,322,81.0,12.0,1.74,83.54,14.3,2024-06-01
11473,30,29,1,3,28694648,500,87,406.0,7.0,319,181,61.0,9.0,1.4,81.2,9.6,2024-06-01
11474,30,29,2,5,29611038,663,52,600.0,11.0,466,197,68.0,3.0,1.66,90.5,13.7,2024-06-01
11475,30,29,3,2,32069099,663,61,586.0,16.0,473,190,61.0,8.0,2.41,88.39,19.4,2024-06-01
11476,30,29,4,1,32871163,417,60,352.0,5.0,183,234,102.0,21.0,1.2,84.41,11.9,2024-06-01
11477,30,29,5,3,28245568,247,18,224.0,5.0,101,146,60.0,3.0,2.02,90.69,11.7,2024-06-01
11478,30,29,6,2,29392029,630,20,,17.0,248,382,57.0,15.0,2.7,94.13,15.3,2024-06-01
